work_key,doi,title,venue,publication_date,date_precision,source_month,type
10.1021/acsnano.5c12005,10.1021/acsnano.5c12005,Discovery of Twin Defects in Hybrid Perovskite Nanocrystals: Atomic Structure and Impact on Photovoltaic Performance and Stability,ACS Nano,2025-09-26,day,2025-09,article
10.71146/kjmr632,10.71146/kjmr632,OPTIMIZING LEAD-FREE CsGeI3 PEROVSKITE SOLAR CELLS: SCAPS-1D SIMULATION ACHIEVING 27.34% EFFICIENCY THROUGH LAYER THICKNESS AND BAND ALIGNMENT TUNING,Kashf Journal of Multidisciplinary Research,2025-09-26,day,2025-09,article
10.1002/adfm.202520811,10.1002/adfm.202520811,Inhibition of Interface Redox Reactions Through Co‐Self‐Assembled Monolayers for Efficient and Stable Inverted Perovskite Solar Cells,Advanced Functional Materials,2025-09-26,day,2025-09,article
10.1016/j.jpcs.2025.113232,10.1016/j.jpcs.2025.113232,"Ab-initio investigation of structural, elastic, optoelectronic, thermoelectric and thermodynamic properties of the pure, doped and co-doped calcium hafnate perovskite for photovoltaic applications",Journal of Physics and Chemistry of Solids,2025-09-26,day,2025-09,article
10.1021/acs.jpcc.5c05173,10.1021/acs.jpcc.5c05173,Perovskite Solar Cells with Interfacial Passivation Employing Undoped Ferrocene-Based Indanone-Type D-π-A Hole-Transporting Materials,The Journal of Physical Chemistry C,2025-09-26,day,2025-09,article
10.71146/kjmr631,10.71146/kjmr631,HIGH-EFFICIENCY LEAD-FREE PEROVSKITE SOLAR CELLS: INSIGHTS FROM PARAMETER OPTIMIZATION IN RbGeI3 DEVICES VIA DEVICE SIMULATION,Kashf Journal of Multidisciplinary Research,2025-09-26,day,2025-09,article
10.2174/0115734137382756250917045043,10.2174/0115734137382756250917045043,WITHDRAWN: Enhancing Charge Transport and Stability in Perovskite Solar Cells Through Kbt-Modified Titanium Dioxide Electron Transport Layers,Current Nanoscience,2025-09-26,day,2025-09,article
10.51646/jsesd.v14istr2e.802,10.51646/jsesd.v14istr2e.802,Comprehensive Analysis of Optoelectronic Properties and Photovoltaic Performance of Rb2CuAsZ6 (Z = Br and Cl) Double Perovskites Using DFT and SCAPS-1D Modelling,Solar Energy and Sustainable Development,2025-09-26,day,2025-09,article
10.51646/jsesd.v14istr2e.799,10.51646/jsesd.v14istr2e.799,First-Principles Study of Ge-Doped CH₃NH₃PbI₃ Perovskite:,Solar Energy and Sustainable Development,2025-09-26,day,2025-09,article
10.1103/xnp2-v9wj,10.1103/xnp2-v9wj,Grain boundaries and the photoresponse of epitaxial La Fe O 3 films,Physical Review Applied,2025-09-26,day,2025-09,article
10.1021/acsami.5c15458.s001,10.1021/acsami.5c15458.s001,Improving Perovskite/CIGS Tandem Solar Cells for Higher Power Conversion Efficiency through Light Management and Bandgap Engineering,Figshare,2025-09-26,day,2025-09,article
10.1021/acs.jpcc.5c05173.s001,10.1021/acs.jpcc.5c05173.s001,Perovskite Solar Cells with Interfacial Passivation Employing Undoped Ferrocene-Based Indanone-Type D‑π‑A Hole-Transporting Materials,Figshare,2025-09-26,day,2025-09,article
10.1021/acsnano.5c04978.s001,10.1021/acsnano.5c04978.s001,Synergistic Dipole-Defect Engineering via Sulfonic Molecular Bridge Boosts Voltage in Wide-Bandgap Perovskite and All-Perovskite Tandem Solar Cells,Figshare,2025-09-26,day,2025-09,article
10.1021/acsnano.5c12005.s001,10.1021/acsnano.5c12005.s001,Discovery of Twin Defects in Hybrid Perovskite Nanocrystals: Atomic Structure and Impact on Photovoltaic Performance and Stability,Figshare,2025-09-26,day,2025-09,article
10.1016/j.joule.2025.102142,10.1016/j.joule.2025.102142,Homogenizing strain via reinforced lattice interaction enables efficient and stable 4T perovskite/silicon tandem solar cells,Joule,2025-09-27,day,2025-09,article
10.1016/j.joule.2025.102141,10.1016/j.joule.2025.102141,n-type regulation of 2D perovskite interlayers for efficient perovskite-silicon tandem solar cells,Joule,2025-09-27,day,2025-09,article
10.1016/j.solener.2025.113964,10.1016/j.solener.2025.113964,Transparent conductive oxides in flexible perovskite solar cells – material properties and device performance review,Solar Energy,2025-09-27,day,2025-09,article
10.1002/adfm.202516652,10.1002/adfm.202516652,Interfacial Hybrid Engineering Strategy for Highly Efficient and Stable Large‐Area Perovskite Solar Modules,Advanced Functional Materials,2025-09-27,day,2025-09,article
10.1016/j.chemphys.2025.112948,10.1016/j.chemphys.2025.112948,"An investigation of multifunctional properties of Ba2XBiO6 (X = Ga, In) double perovskites for green energy applications via first-principles calculations",Chemical Physics,2025-09-27,day,2025-09,article
10.1002/smll.202505059,10.1002/smll.202505059,Chemically Anchored PbS‐2PACz CQDs Inks for Scalable HTL in Narrow‐Bandgap and All‐Perovskite Tandem Solar Cells,Small,2025-09-27,day,2025-09,article
10.1007/s11082-025-08463-y,10.1007/s11082-025-08463-y,An innovative machine learning based approach for predicting the efficiency of a chalcogenide perovskite semiconductor photovoltaic cell,Optical and Quantum Electronics,2025-09-27,day,2025-09,article
10.1016/j.cej.2025.168953,10.1016/j.cej.2025.168953,Progress in the scale-up of single-junction and tandem perovskite solar devices,Chemical Engineering Journal,2025-09-27,day,2025-09,article
10.1016/j.renene.2025.124522,10.1016/j.renene.2025.124522,Design of fully flexible monolithic lead-free perovskite/Si tandem solar cells: Advanced TCAD simulations,Renewable Energy,2025-09-27,day,2025-09,article
10.1016/j.physb.2025.417855,10.1016/j.physb.2025.417855,First-principles investigation of triaxial strain effects on the physical properties of Rb2TiBr6 double perovskite for photocatalytic and thermoelectric applications,Physica B Condensed Matter,2025-09-27,day,2025-09,article
10.1002/smll.202507718,10.1002/smll.202507718,Multifunctional Polymer Matrix at the Buried Interface Boosting Stability and Efficiency in Perovskite Solar Cells,Small,2025-09-27,day,2025-09,article
10.1002/sstr.202500414,10.1002/sstr.202500414,FAPbI 3 Powder Synthesis Routes for State‐of‐the‐Art Perovskite Solar Cells: A Review,Small Structures,2025-09-27,day,2025-09,article
10.1002/adpr.202500059,10.1002/adpr.202500059,Simple and Environmentally Friendly Solution Synthesis of CsPbI 3 Nanoribbons: Investigating the Reversible δ‐ to γ‐Phase Transition,Advanced Photonics Research,2025-09-27,day,2025-09,article
10.1002/smll.202508529,10.1002/smll.202508529,"Thermal Field Management for Stress Releasing Toward Efficient, Scalable Perovskite Photovoltaics",Small,2025-09-27,day,2025-09,article
10.1016/j.cej.2025.168999,10.1016/j.cej.2025.168999,Facile NH₄Br pre-deposition enables effective buried interface passivation yielding 25.46 % efficiency in perovskite solar cells,Chemical Engineering Journal,2025-09-27,day,2025-09,article
10.1002/chem.202502461,10.1002/chem.202502461,Hole‐Selective Self‐Assembled Monolayers Overlaid on NiO x or PEDOT:PSS for Tin‐Based Perovskite Solar Cells – An Overview of Recent Characterization Methods,Chemistry - A European Journal,2025-09-27,day,2025-09,article
10.38124/ijisrt/25sep860,10.38124/ijisrt/25sep860,"Advances in Photovoltaic Technologies for Portable Devices: Materials, Integration and Emerging Applications",,2025-09-27,day,2025-09,article
10.25560/128231,10.25560/128231,Formation pathways and phase behaviour of CsPbI2Br: toward stable and reproducible solar sells,,2025-09-27,day,2025-09,article
10.1002/adma.202515469,10.1002/adma.202515469,Implanting Crystal Nuclei at the Buried Interface to Regulate the Growth of Inorganic Perovskite for High‐Performance Solar Cells,Advanced Materials,2025-09-28,day,2025-09,article
10.1002/adfm.202517633,10.1002/adfm.202517633,Reconstruction of the Surface for Efficient 3D/Quasi‐2D Heterostructured Inverted Perovskite Solar Cells,Advanced Functional Materials,2025-09-28,day,2025-09,article
10.1088/2752-5724/ae0c77,10.1088/2752-5724/ae0c77,In situ active guanidinium salts interaction promotes facet orientation and crystallization for efficient and stable inverted perovskite solar cells,Materials Futures,2025-09-28,day,2025-09,article
10.1002/adom.202501760,10.1002/adom.202501760,Photoinduced Ions Migration to Brighten Perovskite Nanowires on Glass,Advanced Optical Materials,2025-09-28,day,2025-09,article
10.1016/j.rechem.2025.102759,10.1016/j.rechem.2025.102759,Synthesis of tunable aryl alkyl ionic liquid-stabilized NiO nanoparticles supported reduced graphene oxide as highly efficient hole transport layer in perovskite solar cell,Results in Chemistry,2025-09-28,day,2025-09,article
10.1038/s41467-025-63588-8,10.1038/s41467-025-63588-8,Fully chemical interface engineering for statically and dynamically stable perovskite solar cells,Nature Communications,2025-09-29,day,2025-09,article
10.1038/s41467-025-63618-5,10.1038/s41467-025-63618-5,Enriching conductive capping by alkaline treatment of perovskite quantum dots towards certified 18.3%-efficient solar cells,Nature Communications,2025-09-29,day,2025-09,article
10.1021/acsenergylett.5c02481,10.1021/acsenergylett.5c02481,Moisture-Stable Intermediate Phase Manipulation for Efficient Perovskite Solar Cells Fabricated in Ambient Air,ACS Energy Letters,2025-09-29,day,2025-09,article
10.1002/adom.202502504,10.1002/adom.202502504,Reinforcing the Buried Interface Enables Efficient and Stable Wide‐Bandgap Perovskite Solar Cells for Perovskite/Silicon Tandems,Advanced Optical Materials,2025-09-29,day,2025-09,article
10.1038/s41598-025-98686-6,10.1038/s41598-025-98686-6,Impact of halide variation on the optoelectronic properties of double perovskites,Scientific Reports,2025-09-29,day,2025-09,article
10.1021/acs.jpclett.5c02097,10.1021/acs.jpclett.5c02097,The Impact of Diammonium Cation Dipole Moment on Charge Transport in 2D/3D Perovskite,The Journal of Physical Chemistry Letters,2025-09-29,day,2025-09,article
10.1038/s41467-025-63693-8,10.1038/s41467-025-63693-8,Lattice expansion of hybrid perovskite inhibits halogen interstitial generation and enhances solar cell performance,Nature Communications,2025-09-29,day,2025-09,article
10.1007/s44291-025-00120-8,10.1007/s44291-025-00120-8,Optimized lead-free perovskite solar cell with SnS₂ ETL and Spiro-OMeTAD HTL for > 33% efficiency,Discover Electronics,2025-09-29,day,2025-09,article
10.1016/j.jpcs.2025.113247,10.1016/j.jpcs.2025.113247,"First-principles study of electronic, optical, and transport characteristics of double perovskites Tl2XI6 (X = Se, Te) for renewable energy applications",Journal of Physics and Chemistry of Solids,2025-09-29,day,2025-09,article
10.1109/jqe.2025.3615507,10.1109/jqe.2025.3615507,Unravelling the Impact of Material Parameters on Performance of Perovskite Photovoltaics Through Multiscale Simulations,IEEE Journal of Quantum Electronics,2025-09-29,day,2025-09,article
10.1021/acsaem.5c02453,10.1021/acsaem.5c02453,Boosting Crystallinity and Performance of Wide-Bandgap Tin-Based Perovskite Solar Cells through Bottom GeOx Interfacial Engineering,ACS Applied Energy Materials,2025-09-29,day,2025-09,article
10.1080/15435075.2025.2564205,10.1080/15435075.2025.2564205,Enhancing the efficiency of CH 3 NH 3 PbI 3 -based perovskite solar cells by modifying the compact Er-TiO 2 layer’s structural properties,International Journal of Green Energy,2025-09-29,day,2025-09,article
10.5281/zenodo.17792335,10.5281/zenodo.17792335,Tailored Ink Formulations for Scalable and Robust Perovskite Device Fabrication,Zenodo (CERN European Organization for Nuclear Research),2025-09-29,day,2025-09,article
10.5281/zenodo.17792336,10.5281/zenodo.17792336,Tailored Ink Formulations for Scalable and Robust Perovskite Device Fabrication,Zenodo (CERN European Organization for Nuclear Research),2025-09-29,day,2025-09,article
10.1021/acs.jpclett.5c02097.s001,10.1021/acs.jpclett.5c02097.s001,The Impact of Diammonium Cation Dipole Moment on Charge Transport in 2D/3D Perovskite,Figshare,2025-09-29,day,2025-09,article
10.1021/acsenergylett.5c02481.s004,10.1021/acsenergylett.5c02481.s004,Moisture-Stable Intermediate Phase Manipulation for Efficient Perovskite Solar Cells Fabricated in Ambient Air,Figshare,2025-09-29,day,2025-09,article
10.1021/acsaem.5c02453.s001,10.1021/acsaem.5c02453.s001,Boosting Crystallinity and Performance of Wide-Bandgap Tin-Based Perovskite Solar Cells through Bottom GeOx Interfacial Engineering,Figshare,2025-09-29,day,2025-09,article
10.1021/acs.jpclett.5c02097.s002,10.1021/acs.jpclett.5c02097.s002,The Impact of Diammonium Cation Dipole Moment on Charge Transport in 2D/3D Perovskite,Figshare,2025-09-29,day,2025-09,article
10.1038/s41563-025-02368-7,10.1038/s41563-025-02368-7,Suppression of PCBM dimer formation in inverted perovskite solar cells,Nature Materials,2025-09-30,day,2025-09,article
10.1038/s41467-025-63673-y,10.1038/s41467-025-63673-y,60 cm2 perovskite-silicon tandem solar cells with an efficiency of 28.9% by homogeneous passivation,Nature Communications,2025-09-30,day,2025-09,article
10.1038/s44160-025-00896-3,10.1038/s44160-025-00896-3,Symmetry-driven engineering of long-range-ordered π–π stacking molecules for high-efficiency perovskite photovoltaics,Nature Synthesis,2025-09-30,day,2025-09,article
10.1038/s41467-025-63720-8,10.1038/s41467-025-63720-8,Minimizing interfacial energy losses via multifunctional cage-like diammonium molecules for efficient perovskite/silicon tandem solar cells,Nature Communications,2025-09-30,day,2025-09,article
10.1002/aenm.202503666,10.1002/aenm.202503666,Rational Electrostatic Iodine Regulation for Photothermally Stable Perovskite Solar Cells,Advanced Energy Materials,2025-09-30,day,2025-09,article
10.1038/s41467-025-63776-6,10.1038/s41467-025-63776-6,Stabilizing dual-phased perovskite towards high performance photovoltaics with enhanced batch stability and consistency,Nature Communications,2025-09-30,day,2025-09,article
10.1021/jacs.5c11968,10.1021/jacs.5c11968,Band-Gap Tunability in Anharmonic Perovskite-Like Semiconductors Driven by Polar Electron–Phonon Coupling,Journal of the American Chemical Society,2025-09-30,day,2025-09,article
10.1021/acsenergylett.5c01923,10.1021/acsenergylett.5c01923,Improved Interconnecting Layer for Perovskite–Organic Tandem Solar Cells,ACS Energy Letters,2025-09-30,day,2025-09,article
10.1021/acs.jpcc.5c03477,10.1021/acs.jpcc.5c03477,Low-Energy Defects and Oxidative Stability in Sn and Sn/Ge Perovskites from First-Principles Calculations,The Journal of Physical Chemistry C,2025-09-30,day,2025-09,article
10.1021/acsami.5c15948,10.1021/acsami.5c15948,Optimizing Self-Assembled Monolayers via Boronic Acid for High-Performance Inverted Perovskite Solar Cells,ACS Applied Materials & Interfaces,2025-09-30,day,2025-09,article
10.1002/smll.202505684,10.1002/smll.202505684,Deprotonation‐Resistant Bimolecular Passivation Strategy for 26% Efficient and Stable Inverted Perovskite Solar Cells,Small,2025-09-30,day,2025-09,article
10.1002/admt.202501313,10.1002/admt.202501313,Outdoor Stability of 518 cm 2 Active Area Screen‐Printed Mesoscopic Carbon‐Based Perovskite Solar Modules Over 12 Months,Advanced Materials Technologies,2025-09-30,day,2025-09,article
10.1038/s41598-025-13226-6,10.1038/s41598-025-13226-6,Influence of deposition technique on the structural and optical properties of CuS thin films for hole transport layers,Scientific Reports,2025-09-30,day,2025-09,article
10.1002/adts.202501325,10.1002/adts.202501325,Computational Design of High‐Efficiency ZrS 2 /Perovskite Tandem Solar Cell via Bandgap and Current Matching Optimization,Advanced Theory and Simulations,2025-09-30,day,2025-09,article
10.1021/acsaem.5c02611,10.1021/acsaem.5c02611,Dual Spectral Matching in Perovskite Solar Cells via Upconverting plus Downshifting Nanoparticles,ACS Applied Energy Materials,2025-09-30,day,2025-09,article
10.1021/acs.energyfuels.5c03395,10.1021/acs.energyfuels.5c03395,Elucidating the Role of a Tantalum-Doped TiO2 Electron Transport Layer in Suppressing Halide Segregation in Wide-Bandgap Perovskite Solar Cells,Energy & Fuels,2025-09-30,day,2025-09,article
